"satisfaction";"Gender";"Customer.Type";"Age";"Type.of.Travel";"Class";"Flight.Distance";"Seat.comfort";"Departure.Arrival.time.convenient";"Food.and.drink";"Gate.location";"Inflight.wifi.service";"Inflight.entertainment";"Online.support";"Ease.of.Online.booking";"On.board.service";"Leg.room.service";"Baggage.handling";"Checkin.service";"Cleanliness";"Online.boarding";"Departure.Delay.in.Minutes";"Arrival.Delay.in.Minutes"
"satisfied";"Male";"Loyal Customer";24;"Business travel";"Eco Plus";2919;0;3;0;4;5;0;5;5;2;2;1;5;5;5;76;71
"satisfied";"Female";"Loyal Customer";15;"Business travel";"Business";3633;0;3;0;4;4;4;3;4;1;1;3;2;4;4;0;0
"satisfied";"Female";"Loyal Customer";35;"Business travel";"Business";1905;0;4;0;1;3;1;4;3;3;3;2;5;3;3;1;0
"satisfied";"Male";"Loyal Customer";33;"Business travel";"Business";4057;0;4;0;1;5;5;5;1;4;3;2;5;1;5;281;287
"satisfied";"Male";"Loyal Customer";60;"Business travel";"Business";2300;0;4;0;2;3;4;5;5;5;5;5;5;5;5;0;0
"satisfied";"Male";"Loyal Customer";47;"Business travel";"Business";223;0;4;0;3;5;5;4;2;2;2;2;4;2;3;0;0
"satisfied";"Female";"Loyal Customer";22;"Business travel";"Eco";2103;0;4;0;3;4;0;4;4;3;3;5;3;2;4;0;22
"satisfied";"Female";"Loyal Customer";22;"Business travel";"Eco";2333;0;4;0;3;3;0;3;3;5;3;5;4;4;3;0;2
"satisfied";"Female";"Loyal Customer";38;"Business travel";"Business";219;0;4;0;4;5;4;4;4;4;4;3;1;4;3;0;0
"satisfied";"Female";"Loyal Customer";52;"Business travel";"Business";227;0;4;0;4;2;4;5;4;4;4;4;5;4;3;118;125
"satisfied";"Male";"Loyal Customer";52;"Business travel";"Business";83;0;4;0;4;2;5;5;2;2;2;2;4;2;5;20;9
"satisfied";"Male";"Loyal Customer";32;"Business travel";"Business";1509;0;4;0;5;4;4;4;4;3;4;1;1;3;4;0;0
"satisfied";"Female";NA;39;"Business travel";"Business";3775;0;4;1;1;4;4;4;3;3;3;3;3;3;3;0;0
"satisfied";"Male";"Loyal Customer";39;"Business travel";"Business";3766;0;4;1;1;3;5;4;4;4;4;4;4;4;3;0;0
"satisfied";"Male";"Loyal Customer";43;"Business travel";"Business";2393;0;4;1;5;5;5;5;2;2;2;2;3;2;4;0;4
"satisfied";"Female";"Loyal Customer";41;"Business travel";"Business";211;0;5;0;1;1;4;5;1;1;1;1;4;1;5;1;2
"satisfied";"Male";"Loyal Customer";NA;"Business travel";"Business";2478;0;5;0;1;5;4;4;4;4;1;1;3;4;3;0;0
"satisfied";"Male";NA;51;"Business travel";"Business";3329;0;5;0;2;4;4;5;5;5;5;5;4;5;4;0;0
"satisfied";"Male";"Loyal Customer";47;"Business travel";"Business";2603;0;5;0;2;3;5;5;4;4;5;5;5;4;4;0;0
"satisfied";"Male";"Loyal Customer";21;"Business travel";"Eco Plus";3857;0;5;0;2;3;0;3;3;2;3;5;5;1;3;0;1
"satisfied";"Male";"Loyal Customer";69;"Business travel";"Business";201;0;5;0;3;5;3;4;5;5;5;5;4;5;4;47;57
"satisfied";"Male";"Loyal Customer";40;"Business travel";"Business";2082;0;5;0;NA;4;2;4;2;2;2;2;5;2;5;0;0
"satisfied";"Female";"Loyal Customer";48;"Business travel";"Business";1714;0;5;0;4;3;5;5;4;4;4;4;3;4;3;0;0
"satisfied";"Female";"Loyal Customer";32;"Business travel";"Business";1642;0;5;0;4;3;3;3;3;1;2;1;4;2;3;48;64
"dissatisfied";"Female";"Loyal Customer";24;"Business travel";"Business";2405;1;0;0;2;3;0;4;3;4;5;2;1;2;3;0;0
"dissatisfied";"Female";NA;49;"Business travel";"Business";2084;1;0;0;3;1;2;2;5;5;0;5;4;5;3;0;0
"dissatisfied";"Female";"Loyal Customer";53;"Business travel";"Eco";351;1;0;0;3;1;3;3;4;4;1;4;4;4;1;0;0
"dissatisfied";"Female";"Loyal Customer";37;"Business travel";"Eco";1976;1;0;0;3;1;0;1;1;1;2;4;1;4;1;0;0
"dissatisfied";"Female";"Loyal Customer";23;"Business travel";"Business";3957;1;0;0;4;0;2;2;3;2;3;3;2;2;2;15;18
"dissatisfied";"Female";"Loyal Customer";22;"Business travel";"Business";3183;1;0;0;4;5;0;5;5;1;2;4;2;4;5;125;118
"dissatisfied";"Male";"Loyal Customer";46;"Business travel";"Business";1086;1;0;0;4;2;4;3;4;4;0;4;3;4;2;0;0
"dissatisfied";"Female";"Loyal Customer";30;"Business travel";"Business";2167;1;0;0;4;3;0;1;3;3;5;3;2;3;3;0;0
"dissatisfied";"Female";"Loyal Customer";31;"Business travel";"Business";2213;1;0;0;4;3;0;3;3;4;1;3;3;4;3;0;0
"dissatisfied";"Female";"Loyal Customer";57;"Business travel";"Eco";447;1;4;4;4;3;1;2;1;1;1;1;1;1;1;4;36
"dissatisfied";"Female";"Loyal Customer";59;"Business travel";"Business";1098;1;1;1;1;5;1;1;1;1;1;1;2;1;4;0;0
"dissatisfied";"Female";NA;49;"Business travel";"Eco";287;1;4;4;4;5;2;2;1;1;1;1;4;1;3;22;34
"dissatisfied";"Male";"Loyal Customer";39;"Business travel";"Eco";1378;1;3;3;3;1;1;1;1;3;1;2;1;2;1;0;0
"dissatisfied";"Female";"Loyal Customer";78;"Business travel";"Eco";235;1;4;2;2;1;3;2;1;1;1;1;1;1;2;0;0
"dissatisfied";"Male";"Loyal Customer";59;"Business travel";"Eco";1430;1;3;3;3;1;1;1;1;1;3;1;3;2;1;0;0
"dissatisfied";"Female";"Loyal Customer";47;"Business travel";"Business";1513;1;2;2;2;5;1;1;1;1;1;1;3;1;1;13;11
"dissatisfied";"Female";"Loyal Customer";49;"Business travel";"Business";3372;1;1;1;1;5;2;2;1;1;1;1;3;1;2;13;13
"dissatisfied";"Male";"Loyal Customer";48;"Business travel";"Business";3964;1;3;3;3;4;2;3;1;1;1;1;4;1;4;0;12
"dissatisfied";"Female";"Loyal Customer";53;"Business travel";"Business";3552;1;2;2;2;4;3;3;1;1;1;1;2;1;3;9;11
"dissatisfied";"Male";"Loyal Customer";40;"Business travel";"Business";1064;1;4;4;4;2;2;1;1;1;1;1;1;1;4;70;76
"dissatisfied";"Male";"Loyal Customer";49;"Business travel";"Eco";1736;1;2;2;NA;1;1;1;1;1;5;3;4;3;1;0;0
"dissatisfied";"Male";"Loyal Customer";48;"Business travel";"Eco";2159;1;5;4;4;1;1;1;1;2;5;1;1;1;1;25;60
"dissatisfied";"Male";"Loyal Customer";25;"Business travel";"Business";1584;1;2;2;2;1;1;1;1;4;4;2;1;3;1;0;0
"dissatisfied";"Male";"Loyal Customer";7;"Business travel";"Business";3127;1;5;5;5;1;1;1;1;2;2;3;4;3;1;0;0
"dissatisfied";"Male";"Loyal Customer";NA;"Business travel";"Eco";2215;1;5;5;5;1;1;1;1;2;4;2;4;2;1;0;13
"dissatisfied";"Female";"Loyal Customer";35;"Business travel";"Eco";1106;1;5;5;5;1;1;1;1;3;2;2;2;2;1;66;61
"dissatisfied";"Female";"Loyal Customer";61;"Business travel";"Business";229;1;1;1;1;3;2;3;1;1;1;1;3;1;4;0;0
"dissatisfied";"Male";"Loyal Customer";55;"Business travel";"Business";2874;1;1;1;1;1;1;1;4;5;2;4;1;4;1;10;13
"dissatisfied";"Female";"Loyal Customer";72;"Business travel";"Eco";536;1;4;4;4;3;3;3;1;1;1;1;2;1;2;6;0
"dissatisfied";"Male";"Loyal Customer";72;"Business travel";"Eco";1595;1;4;4;4;1;1;1;1;4;5;4;4;4;1;0;0
"dissatisfied";"Male";"Loyal Customer";72;"Business travel";"Eco";1379;1;2;2;2;1;1;1;1;4;3;4;1;4;1;2;0
"dissatisfied";"Male";"Loyal Customer";59;"Business travel";"Business";2608;1;3;3;3;1;1;1;1;1;4;3;1;4;1;83;116
"dissatisfied";"Female";"Loyal Customer";69;"Business travel";"Eco";565;1;5;5;5;4;2;2;1;1;1;1;3;1;4;11;1
"dissatisfied";"Female";"Loyal Customer";62;"Business travel";"Eco Plus";2210;1;2;2;2;1;1;1;1;3;4;3;1;3;1;155;163
"dissatisfied";"Male";"Loyal Customer";61;"Business travel";"Eco";1731;1;1;1;1;1;1;1;1;2;1;3;4;3;1;32;32
"dissatisfied";"Male";"Loyal Customer";35;"Business travel";"Business";2023;1;1;4;1;4;3;4;1;1;1;1;3;1;2;0;0
"dissatisfied";"Female";"Loyal Customer";29;"Business travel";"Business";3724;1;2;1;1;1;1;1;1;1;3;2;4;4;1;0;0
"dissatisfied";"Female";"Loyal Customer";58;"Business travel";"Eco";598;1;1;1;1;4;3;3;1;1;1;1;4;1;2;0;0
"dissatisfied";"Male";"Loyal Customer";9;"Business travel";"Business";3342;1;3;5;3;1;1;1;1;2;4;1;3;2;1;30;31
"dissatisfied";"Male";"Loyal Customer";42;"Business travel";"Business";1397;1;4;4;4;2;4;3;1;1;1;1;2;1;3;0;0
"dissatisfied";"Male";"Loyal Customer";55;"Business travel";"Eco";2251;1;5;5;5;1;1;1;1;1;5;4;1;3;1;30;36
"dissatisfied";"Male";"Loyal Customer";34;"Business travel";"Business";2997;1;3;3;3;4;2;2;1;1;1;1;3;1;1;16;13
"dissatisfied";"Female";"Loyal Customer";42;"Business travel";"Business";2216;1;4;4;4;1;4;3;1;1;1;1;2;1;3;0;7
"dissatisfied";"Male";"Loyal Customer";33;"Business travel";"Business";5101;1;5;5;5;1;1;1;1;3;2;3;3;3;1;117;108
"dissatisfied";"Male";"Loyal Customer";44;"Business travel";"Business";1086;1;2;2;2;3;4;3;1;1;1;1;4;1;4;85;80
"dissatisfied";"Female";"Loyal Customer";52;"Business travel";"Eco";1067;1;3;2;3;4;4;3;1;1;1;1;4;1;2;0;0
"dissatisfied";"Female";"Loyal Customer";58;"Business travel";"Business";1977;1;5;5;5;4;4;3;1;1;1;1;2;1;2;0;0
"dissatisfied";"Male";"Loyal Customer";29;"Business travel";"Business";2330;1;2;2;2;1;1;1;1;1;4;3;1;4;1;39;15
"dissatisfied";"Female";"Loyal Customer";49;"Business travel";"Eco";306;1;2;2;2;4;3;3;1;1;1;1;3;1;3;0;0
"dissatisfied";"Male";"Loyal Customer";29;"Business travel";"Business";5414;1;3;3;3;1;1;1;1;4;1;4;2;4;1;34;24
"dissatisfied";"Female";"Loyal Customer";32;"Business travel";"Business";3516;1;4;4;4;1;1;1;1;4;1;2;3;2;1;9;6
"dissatisfied";"Male";"Loyal Customer";47;"Business travel";"Business";1728;1;3;3;NA;1;3;2;1;1;1;1;4;1;4;0;0
"dissatisfied";"Female";"Loyal Customer";22;"Business travel";"Business";2304;1;5;5;5;1;1;1;1;2;5;4;2;4;1;0;0
"dissatisfied";"Male";"Loyal Customer";48;"Business travel";"Eco";3095;1;5;4;5;1;1;1;1;2;2;3;3;3;1;35;21
"dissatisfied";"Female";"Loyal Customer";47;"Business travel";"Eco";320;1;2;2;2;5;3;3;1;1;1;1;2;1;1;8;0
"dissatisfied";"Male";"Loyal Customer";24;"Business travel";"Business";2590;1;3;3;3;1;1;1;1;2;3;4;3;4;1;27;15
"dissatisfied";"Male";"Loyal Customer";39;"Business travel";"Business";756;1;5;5;5;2;3;3;1;1;1;1;4;1;2;22;15
"dissatisfied";"Male";"Loyal Customer";46;"Business travel";"Eco Plus";1614;1;4;4;NA;1;1;1;1;1;1;4;2;4;1;0;0
"dissatisfied";"Male";"Loyal Customer";22;"Business travel";"Business";3474;1;1;1;1;1;1;1;1;1;1;4;4;3;1;0;18
"dissatisfied";"Female";"Loyal Customer";24;"Business travel";"Business";5676;1;2;2;2;1;1;1;2;5;3;4;1;1;1;177;167
"dissatisfied";"Female";"Loyal Customer";19;"Business travel";"Business";4674;1;2;2;NA;1;1;1;1;2;1;3;2;3;1;0;0
"dissatisfied";"Female";"Loyal Customer";34;"Business travel";"Business";3200;1;2;2;2;5;4;3;1;1;1;1;1;1;1;0;0
"dissatisfied";"Female";"Loyal Customer";59;"Business travel";"Business";3121;1;2;2;2;3;4;3;1;1;1;1;1;1;3;72;53
"dissatisfied";"Male";"Loyal Customer";24;"Business travel";"Business";2035;1;4;1;4;1;1;1;1;1;2;2;3;3;1;9;0
"dissatisfied";"Female";"Loyal Customer";52;"Business travel";"Business";2797;1;2;2;2;5;2;3;1;1;1;1;1;1;3;5;6
"dissatisfied";"Female";"Loyal Customer";48;"Business travel";"Business";572;1;1;1;1;5;4;4;1;1;1;1;4;1;4;0;0
"dissatisfied";"Male";"Loyal Customer";53;"Business travel";"Business";1919;1;1;1;1;4;4;4;1;1;1;1;2;1;2;46;35
"dissatisfied";"Male";"Loyal Customer";24;"Business travel";"Business";5535;1;4;4;4;1;1;1;1;3;1;2;2;2;1;1;1
"dissatisfied";"Male";"Loyal Customer";41;"Business travel";"Eco";1353;1;5;5;5;1;1;1;1;2;3;4;2;3;1;0;0
"dissatisfied";"Male";"Loyal Customer";40;"Business travel";"Eco Plus";2596;1;3;3;3;1;1;1;1;4;1;2;3;2;1;0;0
"dissatisfied";"Male";"Loyal Customer";40;"Business travel";"Eco";2023;1;4;2;4;1;1;1;1;4;2;3;1;3;1;0;0
"dissatisfied";"Male";"Loyal Customer";37;"Business travel";"Eco Plus";2164;1;2;4;2;1;1;1;3;5;4;4;1;4;1;110;144
"dissatisfied";"Male";"Loyal Customer";33;"Business travel";"Eco Plus";2043;1;5;5;5;1;1;1;1;4;4;3;3;3;1;92;94
"dissatisfied";"Female";"Loyal Customer";33;"Business travel";"Eco Plus";1742;1;3;3;3;1;1;1;1;1;2;3;2;3;1;0;0
"dissatisfied";"Male";"Loyal Customer";33;"Business travel";"Eco Plus";1055;1;3;3;3;1;1;1;1;1;4;4;2;4;1;34;55
"dissatisfied";"Female";"Loyal Customer";33;"Business travel";"Eco";1475;1;5;5;5;1;1;1;1;3;3;4;2;3;1;25;20
"dissatisfied";"Male";"Loyal Customer";49;"Business travel";"Business";3105;1;5;5;5;1;3;3;1;1;1;1;3;1;4;0;0
"dissatisfied";"Male";"Loyal Customer";66;"Business travel";"Business";312;1;3;3;3;4;3;4;1;1;1;1;3;1;3;0;0
"dissatisfied";"Male";"Loyal Customer";28;"Business travel";"Eco";2520;1;2;2;2;1;1;1;1;3;3;3;1;2;1;0;0
"dissatisfied";"Female";"Loyal Customer";26;"Business travel";"Eco";2011;1;4;4;4;1;1;1;1;3;5;3;1;3;1;29;32
"dissatisfied";"Female";"Loyal Customer";8;"Business travel";"Eco Plus";2429;1;2;5;2;1;1;1;1;1;4;3;2;3;1;0;0
"dissatisfied";"Male";"Loyal Customer";63;"Business travel";"Eco";1951;1;4;4;4;1;1;1;1;4;1;3;4;4;1;0;0
"dissatisfied";"Male";"Loyal Customer";27;"Business travel";"Business";3571;1;5;5;5;1;1;1;1;4;3;2;4;4;1;25;2
"dissatisfied";"Female";"Loyal Customer";61;"Business travel";"Eco";380;1;5;5;5;4;4;3;1;1;1;1;2;1;4;0;0
"dissatisfied";"Female";"Loyal Customer";47;"Business travel";"Business";1920;1;4;4;4;3;4;4;1;1;1;1;2;1;4;48;25
"dissatisfied";"Female";NA;63;"Business travel";"Business";1605;1;1;1;1;3;2;3;1;1;1;1;4;1;2;0;0
"dissatisfied";"Male";"Loyal Customer";35;"Business travel";"Business";3603;1;5;5;5;1;4;4;1;1;1;1;1;1;4;0;0
"dissatisfied";"Female";"Loyal Customer";55;"Business travel";"Eco";506;1;5;5;5;1;4;4;1;1;1;1;3;1;3;77;70
"dissatisfied";"Male";"Loyal Customer";47;"Business travel";"Business";3667;1;1;1;1;2;4;3;1;1;1;1;1;1;4;0;4
"dissatisfied";"Male";NA;58;"Business travel";"Business";1142;1;2;2;2;4;3;4;1;1;1;1;4;1;3;0;0
"dissatisfied";"Female";"Loyal Customer";53;"Business travel";"Eco";1087;1;4;4;4;4;3;4;1;1;1;1;3;1;3;45;49
"dissatisfied";"Female";"Loyal Customer";26;"Business travel";"Business";4811;1;4;4;4;1;1;1;1;3;4;3;2;3;1;0;0
"dissatisfied";"Female";"Loyal Customer";NA;"Business travel";"Eco";583;1;5;5;5;1;3;3;1;1;1;1;3;1;4;20;25
"dissatisfied";"Male";"Loyal Customer";51;"Business travel";"Eco Plus";2210;1;2;2;2;1;1;1;1;3;3;3;1;3;1;0;0
"dissatisfied";"Male";"Loyal Customer";56;"Business travel";"Business";2623;1;1;1;1;5;4;3;1;1;1;1;1;1;4;0;1
"dissatisfied";"Female";"Loyal Customer";30;"Business travel";"Business";1980;1;2;2;2;1;1;1;1;2;2;3;3;3;1;43;41
"dissatisfied";"Male";"Loyal Customer";51;"Business travel";"Eco";3275;1;3;3;3;1;1;1;1;2;2;4;1;3;1;22;11
"dissatisfied";"Male";"Loyal Customer";51;"Business travel";"Eco";2068;1;3;3;3;1;1;1;1;4;2;4;3;3;1;0;0
"dissatisfied";"Male";"Loyal Customer";48;"Business travel";"Eco";2006;1;1;1;1;1;1;1;1;3;3;3;2;4;1;0;0
"dissatisfied";"Male";"Loyal Customer";32;"Business travel";"Business";3150;1;5;2;5;1;1;1;1;2;2;3;1;4;1;0;4
"dissatisfied";"Female";"Loyal Customer";25;"Business travel";"Business";4186;1;5;5;5;1;1;1;1;3;1;3;4;4;1;13;12
"dissatisfied";"Female";"Loyal Customer";59;"Business travel";"Business";2242;1;5;4;5;2;4;3;1;1;1;1;2;1;3;33;41
"dissatisfied";"Male";"Loyal Customer";27;"Business travel";"Business";2396;1;4;4;4;1;1;1;1;4;5;3;3;3;1;32;7
"dissatisfied";"Male";"Loyal Customer";45;"Business travel";"Eco";2264;1;3;3;3;1;1;1;1;1;3;4;1;4;1;0;0
"dissatisfied";"Male";"Loyal Customer";43;"Business travel";"Eco Plus";1384;1;3;3;3;1;1;1;1;4;5;3;1;3;1;0;26
"dissatisfied";"Male";"Loyal Customer";42;"Business travel";"Business";2767;1;5;5;5;5;3;4;1;1;1;1;4;1;3;0;0
"dissatisfied";"Female";"Loyal Customer";21;"Business travel";"Business";2389;1;1;1;1;1;1;1;1;3;1;4;3;4;1;13;0
"dissatisfied";"Male";"Loyal Customer";41;"Business travel";"Eco";1106;1;3;3;3;1;1;1;1;3;3;4;2;4;1;0;0
"dissatisfied";"Female";"Loyal Customer";41;"Business travel";"Eco";1301;1;2;2;2;1;1;1;1;1;4;3;4;4;1;20;23
"dissatisfied";"Male";"Loyal Customer";29;"Business travel";"Business";2750;1;4;1;4;1;1;1;1;2;2;3;3;3;1;1;0
"dissatisfied";"Male";"Loyal Customer";40;"Business travel";"Eco";889;1;4;4;NA;1;1;1;1;4;3;3;1;3;1;0;0
"dissatisfied";"Female";"Loyal Customer";39;"Business travel";"Eco";2026;1;2;2;2;1;1;1;1;4;5;3;1;3;1;29;23
"dissatisfied";"Female";"Loyal Customer";47;"Business travel";"Business";455;1;2;2;2;4;4;3;1;1;1;1;3;1;1;3;0
"dissatisfied";"Female";"Loyal Customer";38;"Business travel";"Eco";1960;1;3;3;NA;1;1;1;1;3;4;4;1;3;1;0;19
"dissatisfied";"Male";"Loyal Customer";48;"Business travel";"Business";1756;1;4;4;4;4;3;4;1;1;1;1;3;1;1;15;9
"dissatisfied";"Male";"Loyal Customer";37;"Business travel";"Eco";949;1;3;3;3;1;1;1;1;1;1;3;2;3;1;0;0
"dissatisfied";"Female";"Loyal Customer";35;"Business travel";"Eco";2074;1;1;1;1;1;1;1;1;1;4;4;2;4;1;0;6
"dissatisfied";"Female";"Loyal Customer";34;"Business travel";"Business";3951;1;3;3;3;2;4;3;1;1;1;1;4;1;4;0;0
"dissatisfied";"Male";"Loyal Customer";44;"Business travel";"Business";3721;1;5;5;5;4;3;4;1;1;1;1;4;1;4;67;50
"dissatisfied";"Female";"Loyal Customer";30;"Business travel";"Eco Plus";2063;1;3;3;3;1;1;1;1;4;5;4;4;3;1;0;0
"dissatisfied";"Male";"Loyal Customer";30;"Business travel";"Eco Plus";2023;1;4;3;3;1;1;1;1;2;3;4;1;3;1;12;7
"dissatisfied";"Female";"Loyal Customer";32;"Business travel";"Business";4115;1;2;2;2;1;1;1;1;4;4;3;2;3;1;38;21
"dissatisfied";"Female";NA;35;"Business travel";"Business";3964;1;4;4;4;4;3;3;1;1;1;1;4;1;2;0;0
"dissatisfied";"Male";"Loyal Customer";42;"Business travel";"Business";1777;1;5;5;5;3;3;3;1;1;1;1;2;1;4;0;5
"dissatisfied";"Female";"Loyal Customer";27;"Business travel";"Eco";1386;1;5;2;2;1;1;1;1;4;2;3;4;4;1;0;0
"dissatisfied";"Male";"Loyal Customer";54;"Business travel";"Business";2433;1;3;3;3;5;3;3;1;1;1;1;1;1;4;0;0
"dissatisfied";"Male";"Loyal Customer";23;"Business travel";"Eco Plus";1617;1;5;5;5;1;1;1;1;1;1;3;3;4;1;0;0
"dissatisfied";"Female";"Loyal Customer";17;"Business travel";"Eco";2474;1;1;1;1;1;1;1;4;3;3;3;1;2;1;140;156
"dissatisfied";"Female";"Loyal Customer";72;"Business travel";"Business";1816;2;2;2;2;1;1;2;1;1;1;2;2;1;4;0;51
"dissatisfied";"Female";"Loyal Customer";24;"Business travel";"Business";1486;2;5;5;5;1;1;2;1;1;5;4;4;4;1;22;29
"dissatisfied";"Female";"Loyal Customer";23;"Business travel";"Eco";2232;1;5;5;5;1;1;2;1;4;3;3;3;3;1;13;0
"dissatisfied";"Female";"Loyal Customer";21;"Business travel";"Eco Plus";2284;1;4;4;4;1;1;2;1;4;1;4;4;3;1;1;11
"dissatisfied";"Male";"Loyal Customer";63;"Business travel";"Business";3609;2;1;1;1;5;3;4;1;1;1;2;4;1;2;11;0
"dissatisfied";"Female";"Loyal Customer";61;"Business travel";"Eco";295;1;2;2;2;4;1;2;2;2;1;2;2;2;2;0;0
"dissatisfied";"Female";"Loyal Customer";43;"Business travel";"Business";2378;2;2;2;2;3;2;3;2;2;1;2;4;2;4;0;2
"dissatisfied";"Male";"Loyal Customer";27;"Business travel";"Business";1825;2;3;4;3;2;1;2;2;1;3;3;1;2;2;76;57
"dissatisfied";"Male";"Loyal Customer";15;"Business travel";"Eco";1706;2;3;5;5;2;1;2;2;3;4;2;3;3;2;5;0
"dissatisfied";"Male";"Loyal Customer";53;"Business travel";"Eco Plus";1413;1;4;4;4;2;1;2;2;3;2;3;1;4;2;7;7
"dissatisfied";"Male";"Loyal Customer";52;"Business travel";"Eco";1902;1;2;2;2;2;1;2;2;3;1;4;2;4;2;20;27
"dissatisfied";"Female";"Loyal Customer";48;"Business travel";"Eco Plus";3316;1;1;1;1;1;2;2;2;5;4;4;2;2;2;0;0
"dissatisfied";"Female";"Loyal Customer";22;"Business travel";"Business";1710;2;4;4;4;2;1;2;2;3;3;4;3;3;2;0;4
"dissatisfied";"Male";"Loyal Customer";13;"Business travel";"Business";4635;2;5;5;5;2;1;2;2;2;1;4;2;3;2;0;0
"dissatisfied";"Male";"Loyal Customer";45;"Business travel";"Eco";3066;1;5;5;5;2;1;2;2;3;3;4;2;4;2;102;90
"dissatisfied";"Female";"Loyal Customer";43;"Business travel";"Eco";371;1;5;5;5;4;3;4;2;2;1;2;2;2;4;28;30
"dissatisfied";"Male";"Loyal Customer";37;"Business travel";"Business";469;2;2;2;2;5;3;3;2;2;1;2;2;2;3;0;5
"dissatisfied";"Male";"Loyal Customer";35;"Business travel";"Business";81;3;2;2;2;2;3;3;1;1;1;3;2;1;3;0;0
"dissatisfied";"Female";"Loyal Customer";33;"Business travel";"Business";3815;3;2;4;2;1;3;1;2;3;4;4;1;3;1;138;129
"dissatisfied";"Female";"Loyal Customer";22;"Business travel";"Eco";2756;1;5;5;5;1;1;4;1;3;4;2;3;3;1;65;56
"dissatisfied";"Female";"Loyal Customer";20;"Business travel";"Eco Plus";1740;1;3;3;3;1;1;4;1;2;1;4;2;4;1;0;17
"satisfied";"Male";"Loyal Customer";50;"Business travel";"Eco";2667;2;3;3;3;1;2;1;1;2;2;3;4;3;1;66;53
"dissatisfied";"Female";"Loyal Customer";65;"Business travel";"Eco";315;2;4;4;4;5;4;3;1;1;2;1;1;1;3;0;0
"satisfied";"Male";"Loyal Customer";77;"Business travel";"Business";2382;3;3;5;3;1;3;5;1;1;2;1;1;1;3;0;10
"dissatisfied";"Male";"Loyal Customer";29;"Business travel";"Eco Plus";1800;1;3;4;4;1;2;1;1;3;3;4;3;4;1;0;2
"dissatisfied";"Male";"Loyal Customer";37;"Business travel";"Business";3900;1;1;1;1;3;4;3;1;1;2;1;1;1;3;0;4
"satisfied";"Male";"Loyal Customer";31;"Business travel";"Business";4480;4;1;4;4;1;2;1;1;3;4;5;4;5;1;41;31
"dissatisfied";"Male";"Loyal Customer";43;"Business travel";"Business";2730;1;1;1;1;4;4;4;1;1;2;1;3;1;3;6;0
"satisfied";"Male";"Loyal Customer";36;"Business travel";"Business";951;1;1;1;1;3;5;4;1;1;2;1;3;1;4;0;0
"dissatisfied";"Female";"Loyal Customer";46;"Business travel";"Eco";483;2;4;4;4;5;4;4;1;1;2;1;1;1;1;13;0
"dissatisfied";"Male";"Loyal Customer";28;"Business travel";"Eco Plus";2134;1;1;1;1;1;2;1;1;2;2;4;4;4;1;23;9
"satisfied";"Male";"Loyal Customer";36;"Business travel";"Business";859;3;3;3;3;5;5;4;1;1;2;1;3;1;3;0;0
"dissatisfied";"Female";"Loyal Customer";74;"Business travel";"Business";2609;1;4;4;4;4;2;2;2;2;2;1;3;2;4;0;22
"dissatisfied";"Female";"Loyal Customer";50;"Business travel";"Business";90;1;2;2;2;5;2;3;2;2;2;1;1;2;1;0;15
"dissatisfied";"Male";"Loyal Customer";25;"Business travel";"Eco Plus";2030;2;5;5;5;2;2;1;2;3;3;3;3;4;2;0;4
"dissatisfied";"Male";"Loyal Customer";23;"Business travel";"Eco";2137;2;3;3;3;2;2;1;2;1;5;4;1;3;2;0;1
"dissatisfied";"Male";"Loyal Customer";23;"Business travel";"Eco";4401;2;2;2;2;2;1;2;1;2;2;4;2;2;2;283;273
"dissatisfied";"Female";NA;38;"Business travel";"Business";121;1;3;3;3;3;4;4;2;2;2;1;1;2;3;0;16
"dissatisfied";"Female";"Loyal Customer";41;"Business travel";"Business";97;1;5;5;5;2;3;4;2;2;2;1;2;2;4;0;0
"dissatisfied";"Female";"Loyal Customer";33;"Business travel";"Business";79;2;4;4;4;1;4;4;1;1;2;2;3;1;4;0;0
"dissatisfied";"Female";"Loyal Customer";26;"Business travel";"Eco";1896;1;4;4;4;1;2;2;1;4;3;3;2;3;1;0;0
"dissatisfied";"Female";"Loyal Customer";13;"Business travel";"Eco";3055;1;2;2;2;1;2;2;1;2;4;2;4;4;1;0;25
"satisfied";"Female";"Loyal Customer";48;"Business travel";"Business";2633;1;1;3;1;5;5;5;2;2;2;2;3;2;4;0;0
"satisfied";"Male";NA;47;"Business travel";"Business";2587;4;4;4;4;5;5;4;2;2;2;2;4;2;4;0;0
"satisfied";"Male";"Loyal Customer";49;"Business travel";"Business";2464;3;3;3;3;3;4;5;2;2;2;2;5;2;5;0;0
"satisfied";"Male";"Loyal Customer";52;"Business travel";"Business";1644;4;4;3;4;5;4;5;2;2;2;2;3;2;4;5;0
"dissatisfied";"Female";"Loyal Customer";56;"Business travel";"Eco";484;2;1;1;1;5;1;2;2;2;2;2;2;2;3;0;12
"satisfied";"Female";"Loyal Customer";22;"Business travel";"Business";3797;3;3;3;3;2;2;2;2;3;2;1;1;3;2;13;5
"satisfied";"Male";"Loyal Customer";60;"Business travel";"Business";1827;5;5;5;5;2;5;5;2;2;2;2;5;2;4;8;0
"satisfied";"Female";"Loyal Customer";60;"Business travel";"Business";3749;4;4;4;4;2;2;2;4;4;4;4;2;3;2;190;200
